Timestamp,CustomerID,Voltage,Current,Power,PowerFactor,EnergyConsumed,ApparentPower,PrevHourAvgPower
10/9/2025 0:53,U0033,227.2,4,909.53,1,112.87,909.53,951.24
10/9/2025 0:54,U0005,229.03,11.37,2543.05,0.976,54.46,2604.97,379.85
10/9/2025 0:55,U0016,230.25,3.8,839.82,0.96,14,874.86,310.04
10/9/2025 0:56,U0032,230.34,8.17,1850.55,0.983,80.39,1882.35,742.4
10/9/2025 0:57,U0043,226.29,6.18,1317.2,0.942,43.63,1397.69,436.59
10/9/2025 0:58,U0010,227.99,3.91,808.17,0.907,13.47,891.44,624.84
10/9/2025 0:59,U0050,226.2,5.42,1133.87,0.926,28.65,1224.91,365.8
10/9/2025 1:00,U0026,226.63,4.94,1120.24,1,18.67,1120.24,671.11
10/9/2025 1:01,U0050,224.85,5.61,1256.11,0.995,49.59,1262.45,519.41
10/9/2025 1:02,U0021,230.15,8.36,1874.69,0.975,31.24,1923.29,567.11
10/9/2025 1:03,U0035,224.38,2.56,494.12,0.861,33.09,574.15,921.74
10/9/2025 1:04,U0024,230.54,6.53,1505.2,1,93.24,1505.2,737.29
10/9/2025 1:05,U0035,226.67,5.04,1142.85,1,52.14,1142.85,836.21
10/9/2025 1:06,U0019,230.97,5.19,1131.88,0.943,18.86,1199.67,459.17
10/9/2025 1:07,U0005,231.79,2.57,536.28,0.9,63.4,596.06,812.49
10/9/2025 1:08,U0036,235.44,5.18,1183.31,0.97,35.36,1219.62,735.72
10/9/2025 1:09,U0046,230.25,5.41,1155.87,0.928,51.79,1245.1,718.46
10/9/2025 1:10,U0002,233.46,3.67,793.85,0.926,38.33,857.17,917.52
10/9/2025 1:11,U0044,234.08,8.14,1616.08,0.848,48.77,1905.43,858.5
10/9/2025 1:12,U0039,225.24,7.89,1650.25,0.929,57.8,1776.58,851.99
10/9/2025 1:13,U0008,224.26,3.35,724.85,0.966,38.29,750.25,890.31
10/9/2025 1:14,U0013,228.38,3.31,663.7,0.879,11.06,755.06,699.47
10/9/2025 1:15,U0006,229.86,6.2,1218.39,0.855,35.74,1424.74,420.03
10/9/2025 1:16,U0021,231.42,9.55,2105.91,0.953,66.34,2210.42,828.63
10/9/2025 1:17,U0031,231.22,3.6,831.6,1,13.86,831.6,564.53
10/9/2025 1:18,U0010,236.57,3.32,714.52,0.91,25.38,785.54,661.51
10/9/2025 1:19,U0050,228.2,2.32,482.72,0.91,57.63,530.41,666.75
10/9/2025 1:20,U0027,231.03,6.9,1594.27,1,43.44,1594.27,458.31
10/9/2025 1:21,U0029,228.27,6.3,1356.89,0.944,62.34,1437.59,782.31
10/9/2025 1:22,U0025,232.1,4.85,1062.57,0.943,52.42,1126.33,795.44
10/9/2025 1:23,U0032,229.15,7.87,1658.24,0.919,108.02,1803.98,964.03
10/9/2025 1:24,U0049,229.66,1.81,415.94,1,32.47,415.94,601.31
10/9/2025 1:25,U0006,228.2,8.82,1947.24,0.967,68.19,2013.44,579.7
10/9/2025 1:26,U0003,234.55,4.37,990.64,0.966,26.76,1025.9,634.33
10/9/2025 1:27,U0045,225.2,6.07,1205.28,0.882,20.09,1367.2,355.27
10/9/2025 1:28,U0032,230,7.55,1612.85,0.929,134.9,1736.68,1102.87
10/9/2025 1:29,U0001,229.73,8.51,1955.12,1,46.89,1955.12,511.39
10/9/2025 1:30,U0017,231.94,3.07,712.08,1,11.87,712.08,382.55
10/9/2025 1:31,U0034,232.06,1.48,344.03,1,40.67,344.03,1034.66
10/9/2025 1:32,U0027,230.75,0.94,201.47,0.927,46.8,217.26,685.5
10/9/2025 1:33,U0030,235.88,5.66,1334.2,0.999,22.24,1335.43,227.87
10/9/2025 1:34,U0004,233.64,5.26,1157.77,0.943,62.72,1228.01,828.94
10/9/2025 1:35,U0043,228.56,6.83,1340.83,0.859,65.97,1560.86,612.72
10/9/2025 1:36,U0023,231.1,3.97,828.95,0.903,38.58,917.99,597.36
10/9/2025 1:37,U0003,226.82,5.03,1110.58,0.973,45.27,1140.95,705.59
10/9/2025 1:38,U0019,228.49,4.53,1034.67,1,36.11,1034.67,593.71
10/9/2025 1:39,U0005,229.77,4.62,931.72,0.878,78.93,1060.83,757.25
10/9/2025 1:40,U0014,226.34,4.92,992.67,0.892,28.78,1112.88,408.75
10/9/2025 1:41,U0030,227.3,2.88,609.66,0.931,32.4,654.81,449.14
10/9/2025 1:42,U0036,231.84,3.94,902.15,0.988,50.4,913.23,825.24
10/9/2025 1:43,U0022,228.27,3.44,776.02,0.988,51.6,785.1,580.86
10/9/2025 1:44,U0002,232.55,5.06,1059.18,0.901,55.98,1176.08,892.79
10/9/2025 1:45,U0045,232.91,6.8,1477.02,0.932,44.7,1584.63,525.27
10/9/2025 1:46,U0025,227.69,7.38,1644.54,0.979,79.83,1680.15,848.87
10/9/2025 1:47,U0044,230.67,2.61,551.53,0.915,57.96,602.85,1010.01
10/9/2025 1:48,U0010,229.98,5.15,1185.47,1,45.14,1185.47,672.11
10/9/2025 1:49,U0008,227.42,8.97,2040.44,1,72.3,2040.44,857.22
10/9/2025 1:50,U0037,234.19,1.17,242.86,0.885,4.05,274.57,382.77
10/9/2025 1:51,U0037,232.82,2.48,531.21,0.919,12.9,577.94,354.79
10/9/2025 1:52,U0030,228.22,5.1,1054.85,0.907,49.98,1163.26,481.24
10/9/2025 1:53,U0036,227.51,5.29,1191.42,0.99,70.26,1203.61,840.62
10/9/2025 1:54,U0049,235.39,6.13,1365.99,0.946,55.23,1443.54,564.24
10/9/2025 1:55,U0026,232.5,3.48,805.57,0.997,32.1,808.28,760.93
10/9/2025 1:56,U0004,230.84,4.08,766.18,0.813,75.49,942.46,894.7
10/9/2025 1:57,U0038,229.08,5.54,1132.44,0.893,18.87,1268.07,258.6
10/9/2025 1:58,U0043,224.81,9.13,2053.45,1,100.2,2053.45,758.34
10/9/2025 1:59,U0002,224.17,3.85,862.19,1,70.35,862.19,926.07
10/9/2025 2:00,U0037,237.17,4.57,997.7,0.92,29.53,1084.72,390.07
10/9/2025 2:01,U0044,230.48,4.71,1068.62,0.984,75.77,1085.77,918.32
10/9/2025 2:02,U0034,231.46,4.76,1101.84,1,59.03,1101.84,896.53
10/9/2025 2:03,U0014,230.34,5.95,1337.59,0.976,51.07,1370.76,525.54
10/9/2025 2:04,U0019,230.87,6.74,1556.58,1,62.05,1556.58,681.9
10/9/2025 2:05,U0040,229.02,4.2,962.64,1,55.35,962.64,738.83
10/9/2025 2:06,U0038,223.02,1.28,285.06,1,23.63,285.06,433.37
10/9/2025 2:07,U0002,232.99,5.19,1203,0.995,90.4,1209.51,913.29
10/9/2025 2:08,U0006,230.5,3.25,733.05,0.978,80.41,749.2,853.21
10/9/2025 2:09,U0029,228.8,4.94,1129.2,1,81.16,1129.2,897.23
10/9/2025 2:10,U0029,228.62,6.66,1381.93,0.908,104.19,1522.78,943.62
10/9/2025 2:11,U0022,227.43,8.68,1870.7,0.947,82.78,1974.54,619.89
10/9/2025 2:12,U0038,223.27,9.51,2089.8,0.984,58.46,2124.24,403.71
10/9/2025 2:13,U0008,227.2,3.89,821.72,0.929,86,884.87,1093.86
10/9/2025 2:14,U0002,230.08,8.41,1825.67,0.943,120.83,1935.52,971.23
10/9/2025 2:15,U0020,231.55,7.99,1593.46,0.861,26.56,1850.58,374.74
10/9/2025 2:16,U0046,232.29,6.74,1503.01,0.961,76.84,1564.61,805.94
10/9/2025 2:17,U0044,227.19,6.18,1404.16,1,99.18,1404.16,948.38
10/9/2025 2:18,U0008,233.61,3.74,859.47,0.984,100.32,873.78,1039.43
10/9/2025 2:19,U0014,229.45,4.75,981.14,0.901,67.43,1089.52,687.95
10/9/2025 2:20,U0046,231.26,2.53,544.46,0.931,85.91,585.1,945.36
10/9/2025 2:21,U0015,226.7,4.73,987.82,0.921,16.46,1073.03,309.09
10/9/2025 2:22,U0026,226.96,6.65,1308.24,0.867,53.9,1508.48,769.86
10/9/2025 2:23,U0018,230.22,4.92,1124.34,0.992,49.51,1133.38,671.46
10/9/2025 2:24,U0044,229.43,2.61,578.56,0.966,108.82,599.14,1039.53
10/9/2025 2:25,U0033,230.83,1.31,302.43,1,117.91,302.43,942.9
10/9/2025 2:26,U0028,230.24,4.93,993.22,0.876,70.93,1134.12,924.73
10/9/2025 2:27,U0022,231.29,5.12,1183.83,1,102.51,1183.83,870.05
10/9/2025 2:28,U0023,234.05,4.1,896.67,0.934,53.52,960.52,643.68
10/9/2025 2:29,U0029,223.63,2.79,622.98,1,114.57,622.98,1031.28
10/9/2025 2:30,U0014,230.7,1.93,445.41,1,74.85,445.41,746.59
10/9/2025 2:31,U0004,238.39,4.49,1032.44,0.964,92.69,1070.45,869
10/9/2025 2:32,U0032,231.54,7.83,1695.62,0.935,163.16,1812.95,1204.87
10/9/2025 2:33,U0032,230.38,7.54,1732.16,0.997,192.03,1737.75,1303.02
10/9/2025 2:34,U0003,232.17,3.95,819.63,0.894,58.93,917.27,786.59
10/9/2025 2:35,U0047,231.47,6.25,1435.96,0.993,23.93,1445.93,387.03
10/9/2025 2:36,U0032,230.7,8.29,1841.7,0.963,222.73,1913.18,1388.85
10/9/2025 2:37,U0031,226.98,4.49,936.54,0.92,29.47,1018.17,617.94
10/9/2025 2:38,U0033,230.98,6.85,1403.72,0.887,141.3,1581.75,814.81
10/9/2025 2:39,U0020,229.45,3.99,914.37,1,41.8,914.37,618.48
10/9/2025 2:40,U0012,228.57,3.75,856.09,1,33.16,856.09,852.22
10/9/2025 2:41,U0035,233.75,4.94,1152.68,0.999,71.35,1154.3,897.54
10/9/2025 2:42,U0017,236.84,6.74,1294.16,0.811,33.44,1596.15,448.45
10/9/2025 2:43,U0009,233.17,4.63,1035.28,0.959,17.25,1080.06,560.67
10/9/2025 2:44,U0029,228.38,5.39,1121.87,0.911,133.27,1231.36,949.62
10/9/2025 2:45,U0017,227.06,-0.16,-33.62,0.947,32.88,-35.52,617.59
10/9/2025 2:46,U0022,230.77,8.33,1920.85,0.999,134.53,1922.52,932.81
10/9/2025 2:47,U0045,233.04,7.29,1585.64,0.934,71.13,1697.98,715.62
10/9/2025 2:48,U0046,228.96,2.13,468.41,0.96,93.72,487.97,865.18
10/9/2025 2:49,U0040,231.74,4.75,1091.29,0.991,73.53,1100.96,783.59
10/9/2025 2:50,U0040,227.15,5.99,1359.88,1,96.2,1359.88,845.13
10/9/2025 2:51,U0033,230.55,1.56,347.24,0.965,147.09,359.88,932.59
10/9/2025 2:52,U0043,231.12,0.76,157.93,0.898,102.83,175.95,1017.36
10/9/2025 2:53,U0001,228.95,4.91,1123.09,1,65.6,1123.09,800.14
10/9/2025 2:54,U0039,232.96,5.44,1165.19,0.92,77.22,1266.13,1011.64
10/9/2025 2:55,U0016,235.84,6.22,1421.72,0.969,37.69,1467.19,416
10/9/2025 2:56,U0023,232.51,7.71,1792.6,1,83.4,1792.6,694.28
10/9/2025 2:57,U0026,233.09,5.27,1216.68,0.991,74.18,1227.83,877.54
10/9/2025 2:58,U0007,231.34,7.26,1577.24,0.939,45.15,1679.1,414.23
10/9/2025 2:59,U0018,229.76,5.68,1305.06,1,71.26,1305.06,762.03
10/9/2025 3:00,U0024,228.7,5.44,1163.58,0.935,112.63,1245.08,890.87
10/9/2025 3:01,U0023,228.56,4.12,885.92,0.941,98.16,941.81,913.94
10/9/2025 3:02,U0029,233.69,-0.29,-68.26,0.992,132.13,-68.82,984.07
10/9/2025 3:03,U0035,232.19,7.13,1579.75,0.954,97.68,1655.73,948.57
10/9/2025 3:04,U0035,229.93,1.79,379.39,0.922,104,411.38,1074.81
10/9/2025 3:05,U0030,231.7,1.48,297.5,0.866,54.94,343.57,595.96
10/9/2025 3:06,U0030,229.97,6.57,1425.71,0.943,78.7,1511.47,536.27
10/9/2025 3:07,U0037,228.64,5.47,1185.63,0.948,49.29,1250.32,511.6
10/9/2025 3:08,U0024,228.05,5.55,1252.71,0.99,133.51,1265.25,945.41
10/9/2025 3:09,U0024,230.15,3.67,845.16,1,147.6,845.16,1006.87
10/9/2025 3:10,U0004,233.5,1.86,434.33,1,99.93,434.33,901.69
10/9/2025 3:11,U0026,230.22,6.02,1348.3,0.973,96.65,1385.1,945.37
10/9/2025 3:12,U0023,234.26,3.34,719.97,0.921,110.16,781.33,908.34
10/9/2025 3:13,U0038,231.41,6.37,1473.45,1,83.01,1473.45,740.93
10/9/2025 3:14,U0004,227.48,4.27,931.84,0.958,115.46,972.46,808.22
10/9/2025 3:15,U0009,231.75,4.62,1014.52,0.947,34.16,1071.81,655.59
10/9/2025 3:16,U0011,229.47,2.24,468.08,0.91,30.61,514.32,443.54
10/9/2025 3:17,U0026,227.81,5.08,1130.78,0.978,115.5,1156.75,1025.95
10/9/2025 3:18,U0028,219.56,7.41,1475.04,0.906,95.51,1627.2,938.43
10/9/2025 3:19,U0034,231.03,5.27,1216.4,1,79.3,1216.4,937.6
10/9/2025 3:20,U0024,231.77,6.64,1539.19,1,173.25,1539.19,974.53
10/9/2025 3:21,U0042,231.52,3.74,836.57,0.966,45.64,866.12,657.25
10/9/2025 3:22,U0005,228.89,3.62,752.81,0.908,91.48,828.79,792.14
10/9/2025 3:23,U0014,231.48,6.72,1415.69,0.909,98.44,1556.63,686.35
10/9/2025 3:24,U0013,230.57,2.28,500.71,0.952,19.41,525.77,692.31
10/9/2025 3:25,U0024,232.24,5.38,1173.03,0.939,192.8,1249.31,1087.46
10/9/2025 3:26,U0007,231.61,7.42,1636.32,0.952,72.42,1718.1,646.83
10/9/2025 3:27,U0029,225.68,5.98,1245.32,0.922,152.89,1350.35,773.61
10/9/2025 3:28,U0004,233.22,5.27,1103.69,0.899,133.86,1228.13,832.94
10/9/2025 3:29,U0026,227.9,3.52,802.26,1,128.87,802.26,1046.92
10/9/2025 3:30,U0012,229.61,6.46,1258.99,0.848,54.14,1484.24,853
10/9/2025 3:31,U0046,233.24,4.9,1125.4,0.984,112.47,1143.8,785.82
10/9/2025 3:32,U0041,231.32,2.96,632.76,0.925,67.08,684.14,715.5
10/9/2025 3:33,U0014,232.13,4.29,922.07,0.926,113.81,995.99,832.22
10/9/2025 3:34,U0044,224.46,7.33,1515.78,0.922,134.08,1644.61,947.34
10/9/2025 3:35,U0035,227.21,4.54,984.05,0.954,120.4,1031.81,935.72
10/9/2025 3:36,U0015,237.55,4.16,857.39,0.867,30.75,988.71,444.84
10/9/2025 3:37,U0008,228.55,5.9,1318.44,0.978,122.29,1347.43,1003.44
10/9/2025 3:38,U0003,228.05,4.68,1063.19,0.997,76.65,1066.53,793.2
10/9/2025 3:39,U0007,225.98,3.49,762.96,0.969,85.14,787.57,844.73
10/9/2025 3:40,U0038,228.28,2.35,496.56,0.927,91.29,535.79,887.43
10/9/2025 3:41,U0008,233.46,1.22,264.43,0.928,126.7,285.04,1066.44
10/9/2025 3:42,U0018,227.19,7.43,1688.08,1,99.4,1688.08,870.64
10/9/2025 3:43,U0041,232.23,3.86,850.05,0.949,81.25,895.93,698.95
10/9/2025 3:44,U0017,230.49,4.97,1036.43,0.904,50.15,1145.97,487.35
10/9/2025 3:45,U0033,228.85,5.05,1085.95,0.939,165.19,1156.56,815.52
10/9/2025 3:46,U0002,233.07,2.23,495.97,0.955,129.1,519.57,1142.12
10/9/2025 3:47,U0026,226.68,6.25,1415.18,0.999,152.45,1415.97,997.99
10/9/2025 3:48,U0044,230.83,8.62,1811.63,0.91,164.27,1990.64,1061.03
10/9/2025 3:49,U0050,231.07,6.12,1413.88,1,81.2,1413.88,629.95
10/9/2025 3:50,U0007,231.95,7.7,1786.73,1,114.92,1786.73,828.38
10/9/2025 3:51,U0041,231.39,2.57,558.56,0.939,90.56,594.9,729.17
10/9/2025 3:52,U0012,228.05,4.36,920.36,0.926,69.48,994.12,934.19
10/9/2025 3:53,U0036,231.27,5.75,1301.42,0.979,91.95,1329.93,910.78
10/9/2025 3:54,U0032,238.9,3.13,707.55,0.945,234.52,748.6,1479.42
10/9/2025 3:55,U0041,232.26,4.97,1048.55,0.908,108.03,1155.01,695.05
10/9/2025 3:56,U0029,225.97,4.33,910.72,0.931,168.07,977.7,867.95
10/9/2025 3:57,U0024,231.06,3.2,632.85,0.857,203.35,738.64,1104.58
10/9/2025 3:58,U0020,239.31,10.19,2358.38,0.967,81.1,2437.93,677.66
10/9/2025 3:59,U0034,231.24,4.92,1138.37,1,98.28,1138.37,993.36
10/9/2025 4:00,U0006,227.34,3.66,732.74,0.882,92.62,830.92,829.18
10/9/2025 4:01,U0033,223.15,3.63,785.52,0.97,178.28,809.75,869.61
10/9/2025 4:02,U0023,225.84,-0.22,-49.61,1,109.34,-49.61,870.66
10/9/2025 4:03,U0047,231.14,8.61,1989.85,1,57.1,1989.85,596.81
10/9/2025 4:04,U0039,228.91,2.41,493.34,0.894,85.44,551.83,1042.35
10/9/2025 4:05,U0036,233.48,5.95,1317.4,0.948,113.9,1390.17,988.91
10/9/2025 4:06,U0003,224.24,8.9,1830.77,0.917,107.16,1996.24,847.2
10/9/2025 4:07,U0005,228.23,2.22,496.88,0.982,99.76,505.76,784.28
10/9/2025 4:08,U0020,234.21,6.01,1223.76,0.87,101.5,1407.07,1013.8
10/9/2025 4:09,U0044,223.54,4.68,1045.62,1,181.7,1045.62,1211.15
10/9/2025 4:10,U0020,229.79,6.46,1406.4,0.948,124.94,1483.32,1055.8
10/9/2025 4:11,U0035,230.16,4.84,1098.74,0.987,138.71,1113.62,945.39
10/9/2025 4:12,U0049,235.15,4.04,938.72,0.989,70.88,949.55,724.59
10/9/2025 4:13,U0034,222.63,6.01,1167.19,0.873,117.73,1337.33,1022.36
10/9/2025 4:14,U0023,227.39,3.12,688.96,0.97,120.82,710.14,686.61
10/9/2025 4:15,U0050,231.93,3.38,768.22,0.98,94,783.9,786.73
10/9/2025 4:16,U0038,229.43,6.74,1485.87,0.961,116.05,1546.38,809.26
10/9/2025 4:17,U0010,231.49,5.33,1184.26,0.959,64.87,1234.65,774.78
10/9/2025 4:18,U0027,230.59,2.85,638.35,0.972,57.44,656.42,588.69
10/9/2025 4:19,U0048,232.01,5.59,1182.72,0.911,55.86,1297.66,714.96
10/9/2025 4:20,U0050,225.16,4.33,971.8,0.997,110.2,975.16,783.03
10/9/2025 4:21,U0011,230.62,6.93,1498.37,0.938,55.58,1597.77,448.45
10/9/2025 4:22,U0038,232.7,4.27,937.42,0.943,131.68,994.02,944.58
10/9/2025 4:23,U0001,232.26,2.94,653.4,0.956,76.49,683.46,864.73
10/9/2025 4:24,U0015,234.01,0.96,224.86,1,34.5,224.86,527.35
10/9/2025 4:25,U0033,233.21,2.35,503.96,0.918,186.68,548.94,852.79
10/9/2025 4:26,U0026,226.43,7.54,1648.23,0.966,179.92,1706.94,1081.43
10/9/2025 4:27,U0021,232.09,7.25,1604.01,0.953,93.08,1683.19,1084.08
10/9/2025 4:28,U0029,226.53,7.89,1561.13,0.873,194.08,1787.49,876.5
10/9/2025 4:29,U0015,224.53,0.63,141.13,1,36.85,141.13,466.85
10/9/2025 4:30,U0044,232.28,5.21,1166.31,0.964,201.14,1209.79,1178.04
10/9/2025 4:31,U0021,229.81,4.81,972.79,0.88,109.29,1105.28,1188.07
10/9/2025 4:32,U0004,227.39,6.94,1421.88,0.901,157.56,1578.48,887.09
10/9/2025 4:33,U0016,228.15,4.04,887.61,0.963,52.49,921.98,617.14
10/9/2025 4:34,U0013,227.05,6.1,1300.24,0.939,41.08,1385.04,653.99
10/9/2025 4:35,U0013,227.09,3.21,671.13,0.921,52.26,728.74,783.24
10/9/2025 4:36,U0042,229.57,5.95,1352.92,0.99,68.19,1366.85,693.11
10/9/2025 4:37,U0013,223.17,5.77,1287.23,1,73.72,1287.23,760.82
10/9/2025 4:38,U0009,231.74,4.07,944.12,1,49.9,944.12,727.38
10/9/2025 4:39,U0024,226.76,3.61,727.59,0.888,215.48,819.54,1010.23
10/9/2025 4:40,U0050,232.08,7.06,1593.51,0.973,136.76,1637.93,820.78
10/9/2025 4:41,U0010,231.71,2.52,584.92,1,74.62,584.92,856.68
10/9/2025 4:42,U0035,229.76,2.38,545.98,1,147.81,545.98,976.06
10/9/2025 4:43,U0035,230.43,9.42,2167,0.998,183.93,2170.92,890.04
10/9/2025 4:44,U0014,228.36,4.13,903.76,0.958,128.87,943.2,850.19
10/9/2025 4:45,U0018,227.93,1.17,234.96,0.878,103.32,267.54,1034.13
10/9/2025 4:46,U0049,231.17,6.36,1470.84,1,95.39,1470.84,767.41
10/9/2025 4:47,U0036,229.18,2.97,626.94,0.921,124.35,680.77,1054.61
10/9/2025 4:48,U0041,226.93,5.99,1358.59,1,130.68,1358.59,765.75
10/9/2025 4:49,U0032,232.9,5.22,1215.04,1,254.77,1215.04,1325.04
10/9/2025 4:50,U0044,226.48,6.39,1285.6,0.888,222.57,1447.22,1175.7
10/9/2025 4:51,U0030,235.84,1.41,329.86,0.993,84.2,332.05,714.16
10/9/2025 4:52,U0005,231.62,5.34,1117.79,0.904,118.39,1236.53,726.8
10/9/2025 4:53,U0016,225.76,5.77,1235.6,0.949,73.08,1302,671.24
10/9/2025 4:54,U0023,226.72,7.43,1572.87,0.934,147.03,1683.69,687.08
10/9/2025 4:55,U0006,230.43,3.63,828.03,0.991,106.42,835.84,809.89
10/9/2025 4:56,U0016,226.29,3.64,782.64,0.951,86.12,822.76,784.11
10/9/2025 4:57,U0002,226.48,6.42,1386.79,0.954,152.21,1453.11,1012.89
10/9/2025 4:58,U0023,231.35,8.38,1790.2,0.923,176.87,1938.54,864.24
10/9/2025 4:59,U0012,235.68,7.33,1603.84,0.928,96.21,1728.14,931.43
10/9/2025 5:00,U0030,227.89,6.16,1363.24,0.972,106.92,1402.95,637.3
10/9/2025 5:01,U0035,228.43,3.2,714.73,0.977,195.84,731.68,1145.43
10/9/2025 5:02,U0020,232.14,3.56,789.09,0.956,138.09,825.39,1125.92
10/9/2025 5:03,U0031,237.89,4.4,1046.64,1,46.91,1046.64,681.66
10/9/2025 5:04,U0003,227.6,6.9,1519.88,0.968,132.49,1570.81,1043.91
10/9/2025 5:05,U0045,219.83,5.11,1095.27,0.975,89.39,1122.91,889.62
10/9/2025 5:06,U0013,232.18,1.69,363.14,0.927,79.77,391.71,866.1
10/9/2025 5:07,U0005,233.77,7.98,1752.62,0.939,147.6,1865.82,805
10/9/2025 5:08,U0011,231.94,3.8,882.06,1,70.28,882.06,658.43
10/9/2025 5:09,U0021,224.78,3.59,751.05,0.932,121.81,806.16,1145.01
10/9/2025 5:10,U0016,232.81,2.45,570.68,1,95.63,570.68,783.82
10/9/2025 5:11,U0029,231.88,9.58,2165.21,0.975,230.17,2220.78,1013.43
10/9/2025 5:12,U0037,229.61,3.99,914.71,0.999,64.54,915.19,646.4
10/9/2025 5:13,U0014,226.49,2.68,563.34,0.93,138.26,605.94,860.9
10/9/2025 5:14,U0002,229.3,5.77,1188.5,0.898,172.02,1323.97,1087.67
10/9/2025 5:15,U0039,234.1,7.07,1444.67,0.873,109.52,1654.15,932.55
